player_id,expected_points,salary,exp_fp,proj
39962291,1.0,6300,1.0,1.0
39962292,1.0,6300,1.0,1.0
39962293,1.0,6300,1.0,1.0
39962294,1.0,6300,1.0,1.0
39962295,1.0,6300,1.0,1.0
39962296,1.0,6300,1.0,1.0
39962297,1.0,6200,1.0,1.0
39962298,1.0,6200,1.0,1.0
39962299,1.0,6200,1.0,1.0
39962300,1.0,6200,1.0,1.0
39962301,1.0,6200,1.0,1.0
39962302,1.0,6200,1.0,1.0
39962303,1.0,6200,1.0,1.0
39962304,1.0,6200,1.0,1.0
39962305,1.0,6200,1.0,1.0
39961800,1.0,6200,1.0,1.0
39962313,1.0,6200,1.0,1.0
39962314,1.0,6200,1.0,1.0
39962315,1.0,6200,1.0,1.0
39962316,1.0,6200,1.0,1.0
39962317,1.0,6200,1.0,1.0
39962318,1.0,6200,1.0,1.0
39962319,1.0,6200,1.0,1.0
39962306,1.0,6200,1.0,1.0
39962307,1.0,6200,1.0,1.0
39962308,1.0,6200,1.0,1.0
39962309,1.0,6200,1.0,1.0
39962310,1.0,6200,1.0,1.0
39962311,1.0,6200,1.0,1.0
39962312,1.0,6200,1.0,1.0
39962335,1.0,6000,1.0,1.0
39962336,1.0,6000,1.0,1.0
39962337,1.0,6000,1.0,1.0
39962338,1.0,6000,1.0,1.0
39962339,1.0,6000,1.0,1.0
39962340,1.0,6000,1.0,1.0
39962341,1.0,6000,1.0,1.0
39962342,1.0,6000,1.0,1.0
39962343,1.0,6000,1.0,1.0
39962344,1.0,6000,1.0,1.0
39962345,1.0,6000,1.0,1.0
39962346,1.0,6000,1.0,1.0
39962347,1.0,6000,1.0,1.0
39962348,1.0,6000,1.0,1.0
39962349,1.0,6000,1.0,1.0
39962350,1.0,6000,1.0,1.0
39962351,1.0,6000,1.0,1.0
39962352,1.0,6000,1.0,1.0
39962353,1.0,6000,1.0,1.0
39962331,1.0,6000,1.0,1.0
39962332,1.0,6000,1.0,1.0
39962333,1.0,6000,1.0,1.0
39962334,1.0,6000,1.0,1.0
39962354,1.0,6000,1.0,1.0
39962320,1.0,6000,1.0,1.0
39962321,1.0,6000,1.0,1.0
39962322,1.0,6000,1.0,1.0
39962323,1.0,6000,1.0,1.0
39962324,1.0,6000,1.0,1.0
39962325,1.0,6000,1.0,1.0
39962326,1.0,6000,1.0,1.0
39962327,1.0,6000,1.0,1.0
39962328,1.0,6000,1.0,1.0
39962329,1.0,6000,1.0,1.0
39962330,1.0,6000,1.0,1.0
39962355,1.0,6000,1.0,1.0
39961806,1.0,6000,1.0,1.0
39961807,1.0,5900,1.0,1.0
39961808,1.0,5800,1.0,1.0
39961801,1.0,5800,1.0,1.0
39962356,1.0,5800,1.0,1.0
39962357,1.0,5800,1.0,1.0
39962358,1.0,5800,1.0,1.0
39962359,1.0,5800,1.0,1.0
39962360,1.0,5800,1.0,1.0
39962361,1.0,5800,1.0,1.0
39961809,1.0,5700,1.0,1.0
39962362,1.0,5700,1.0,1.0
39962363,1.0,5700,1.0,1.0
39962364,1.0,5700,1.0,1.0
39962365,1.0,5700,1.0,1.0
39962366,1.0,5700,1.0,1.0
39962367,1.0,5700,1.0,1.0
39962368,1.0,5700,1.0,1.0
39962369,1.0,5700,1.0,1.0
39961810,1.0,5600,1.0,1.0
39961811,1.0,5500,1.0,1.0
39961802,1.0,5500,1.0,1.0
39962370,1.0,5500,1.0,1.0
39962371,1.0,5500,1.0,1.0
39962372,1.0,5500,1.0,1.0
39962373,1.0,5500,1.0,1.0
39962374,1.0,5500,1.0,1.0
39962375,1.0,5500,1.0,1.0
39962376,1.0,5500,1.0,1.0
39962377,1.0,5500,1.0,1.0
39962378,1.0,5500,1.0,1.0
39962379,1.0,5500,1.0,1.0
39961812,1.0,5400,1.0,1.0
39961813,1.0,5300,1.0,1.0
39961814,1.0,5300,1.0,1.0
39961815,1.0,5200,1.0,1.0
39961816,1.0,5200,1.0,1.0
39961817,1.0,5100,1.0,1.0
39961818,1.0,5100,1.0,1.0
39961821,1.0,5000,1.0,1.0
39961820,1.0,5000,1.0,1.0
39961819,1.0,5000,1.0,1.0
39961823,1.0,4900,1.0,1.0
39961822,1.0,4900,1.0,1.0
39961825,1.0,4800,1.0,1.0
39961826,1.0,4800,1.0,1.0
39961824,1.0,4800,1.0,1.0
39962060,1.0,4700,1.0,1.0
39961829,1.0,4700,1.0,1.0
39961827,1.0,4700,1.0,1.0
39961828,1.0,4700,1.0,1.0
39961831,1.0,4600,1.0,1.0
39961830,1.0,4600,1.0,1.0
39961832,1.0,4600,1.0,1.0
39961836,1.0,4500,1.0,1.0
39961834,1.0,4500,1.0,1.0
39961838,1.0,4500,1.0,1.0
39961835,1.0,4500,1.0,1.0
39961833,1.0,4500,1.0,1.0
39961837,1.0,4500,1.0,1.0
39961843,1.0,4400,1.0,1.0
39962061,1.0,4400,1.0,1.0
39961841,1.0,4400,1.0,1.0
39961842,1.0,4400,1.0,1.0
39961840,1.0,4400,1.0,1.0
39962063,1.0,4300,1.0,1.0
39961846,1.0,4300,1.0,1.0
39962062,1.0,4300,1.0,1.0
39961849,1.0,4300,1.0,1.0
39961844,1.0,4300,1.0,1.0
39961845,1.0,4300,1.0,1.0
39961847,1.0,4300,1.0,1.0
39961851,1.0,4200,1.0,1.0
39961850,1.0,4200,1.0,1.0
39961857,1.0,4100,1.0,1.0
39961856,1.0,4100,1.0,1.0
39962064,1.0,4100,1.0,1.0
39962065,1.0,4100,1.0,1.0
39961854,1.0,4100,1.0,1.0
39961853,1.0,4100,1.0,1.0
39961858,1.0,4100,1.0,1.0
39961855,1.0,4100,1.0,1.0
39961862,1.0,4000,1.0,1.0
39962382,1.0,4000,1.0,1.0
39962394,1.0,4000,1.0,1.0
39962400,1.0,4000,1.0,1.0
39962402,1.0,4000,1.0,1.0
39962403,1.0,4000,1.0,1.0
39962415,1.0,4000,1.0,1.0
39962420,1.0,4000,1.0,1.0
39962421,1.0,4000,1.0,1.0
39962422,1.0,4000,1.0,1.0
39962426,1.0,4000,1.0,1.0
39962429,1.0,4000,1.0,1.0
39962440,1.0,4000,1.0,1.0
39962443,1.0,4000,1.0,1.0
39962444,1.0,4000,1.0,1.0
39962468,1.0,4000,1.0,1.0
39962472,1.0,4000,1.0,1.0
39962473,1.0,4000,1.0,1.0
39962478,1.0,4000,1.0,1.0
39962486,1.0,4000,1.0,1.0
39962507,1.0,4000,1.0,1.0
39962514,1.0,4000,1.0,1.0
39962516,1.0,4000,1.0,1.0
39962519,1.0,4000,1.0,1.0
39962521,1.0,4000,1.0,1.0
39962523,1.0,4000,1.0,1.0
39962532,1.0,4000,1.0,1.0
39962542,1.0,4000,1.0,1.0
39962573,1.0,4000,1.0,1.0
39962575,1.0,4000,1.0,1.0
39961864,1.0,4000,1.0,1.0
39961867,1.0,4000,1.0,1.0
39961869,1.0,4000,1.0,1.0
39962383,1.0,4000,1.0,1.0
39962391,1.0,4000,1.0,1.0
39962417,1.0,4000,1.0,1.0
39962423,1.0,4000,1.0,1.0
39962427,1.0,4000,1.0,1.0
39962442,1.0,4000,1.0,1.0
39962453,1.0,4000,1.0,1.0
39962456,1.0,4000,1.0,1.0
39962460,1.0,4000,1.0,1.0
39962484,1.0,4000,1.0,1.0
39962491,1.0,4000,1.0,1.0
39962494,1.0,4000,1.0,1.0
39962505,1.0,4000,1.0,1.0
39962509,1.0,4000,1.0,1.0
39962510,1.0,4000,1.0,1.0
39962515,1.0,4000,1.0,1.0
39962527,1.0,4000,1.0,1.0
39962531,1.0,4000,1.0,1.0
39962537,1.0,4000,1.0,1.0
39962538,1.0,4000,1.0,1.0
39962540,1.0,4000,1.0,1.0
39962544,1.0,4000,1.0,1.0
39962548,1.0,4000,1.0,1.0
39962550,1.0,4000,1.0,1.0
39962551,1.0,4000,1.0,1.0
39962555,1.0,4000,1.0,1.0
39962556,1.0,4000,1.0,1.0
39962563,1.0,4000,1.0,1.0
39962567,1.0,4000,1.0,1.0
39962579,1.0,4000,1.0,1.0
39961866,1.0,4000,1.0,1.0
39962066,1.0,4000,1.0,1.0
39962384,1.0,4000,1.0,1.0
39962414,1.0,4000,1.0,1.0
39962445,1.0,4000,1.0,1.0
39962449,1.0,4000,1.0,1.0
39962451,1.0,4000,1.0,1.0
39962457,1.0,4000,1.0,1.0
39962462,1.0,4000,1.0,1.0
39962477,1.0,4000,1.0,1.0
39962483,1.0,4000,1.0,1.0
39962488,1.0,4000,1.0,1.0
39962500,1.0,4000,1.0,1.0
39962502,1.0,4000,1.0,1.0
39962520,1.0,4000,1.0,1.0
39962534,1.0,4000,1.0,1.0
39962539,1.0,4000,1.0,1.0
39962541,1.0,4000,1.0,1.0
39962543,1.0,4000,1.0,1.0
39962559,1.0,4000,1.0,1.0
39962564,1.0,4000,1.0,1.0
39962569,1.0,4000,1.0,1.0
39962577,1.0,4000,1.0,1.0
39961868,1.0,4000,1.0,1.0
39962381,1.0,4000,1.0,1.0
39962386,1.0,4000,1.0,1.0
39962388,1.0,4000,1.0,1.0
39962401,1.0,4000,1.0,1.0
39962413,1.0,4000,1.0,1.0
39962431,1.0,4000,1.0,1.0
39962432,1.0,4000,1.0,1.0
39962435,1.0,4000,1.0,1.0
39962439,1.0,4000,1.0,1.0
39962441,1.0,4000,1.0,1.0
39962461,1.0,4000,1.0,1.0
39962463,1.0,4000,1.0,1.0
39962465,1.0,4000,1.0,1.0
39962467,1.0,4000,1.0,1.0
39962476,1.0,4000,1.0,1.0
39962481,1.0,4000,1.0,1.0
39962482,1.0,4000,1.0,1.0
39962490,1.0,4000,1.0,1.0
39962522,1.0,4000,1.0,1.0
39962528,1.0,4000,1.0,1.0
39962552,1.0,4000,1.0,1.0
39962566,1.0,4000,1.0,1.0
39962570,1.0,4000,1.0,1.0
39962571,1.0,4000,1.0,1.0
39962584,1.0,4000,1.0,1.0
39962585,1.0,4000,1.0,1.0
39961860,1.0,4000,1.0,1.0
39962069,1.0,4000,1.0,1.0
39962398,1.0,4000,1.0,1.0
39962405,1.0,4000,1.0,1.0
39962408,1.0,4000,1.0,1.0
39962418,1.0,4000,1.0,1.0
39962425,1.0,4000,1.0,1.0
39962428,1.0,4000,1.0,1.0
39962448,1.0,4000,1.0,1.0
39962452,1.0,4000,1.0,1.0
39962459,1.0,4000,1.0,1.0
39962469,1.0,4000,1.0,1.0
39962470,1.0,4000,1.0,1.0
39962487,1.0,4000,1.0,1.0
39962497,1.0,4000,1.0,1.0
39962499,1.0,4000,1.0,1.0
39962501,1.0,4000,1.0,1.0
39962503,1.0,4000,1.0,1.0
39962512,1.0,4000,1.0,1.0
39962524,1.0,4000,1.0,1.0
39962533,1.0,4000,1.0,1.0
39962545,1.0,4000,1.0,1.0
39962553,1.0,4000,1.0,1.0
39962554,1.0,4000,1.0,1.0
39962558,1.0,4000,1.0,1.0
39962561,1.0,4000,1.0,1.0
39962562,1.0,4000,1.0,1.0
39962576,1.0,4000,1.0,1.0
39962582,1.0,4000,1.0,1.0
39961861,1.0,4000,1.0,1.0
39961865,1.0,4000,1.0,1.0
39962068,1.0,4000,1.0,1.0
39962380,1.0,4000,1.0,1.0
39962385,1.0,4000,1.0,1.0
39962387,1.0,4000,1.0,1.0
39962390,1.0,4000,1.0,1.0
39962392,1.0,4000,1.0,1.0
39962396,1.0,4000,1.0,1.0
39962399,1.0,4000,1.0,1.0
39962409,1.0,4000,1.0,1.0
39962412,1.0,4000,1.0,1.0
39962416,1.0,4000,1.0,1.0
39962430,1.0,4000,1.0,1.0
39962446,1.0,4000,1.0,1.0
39962447,1.0,4000,1.0,1.0
39962458,1.0,4000,1.0,1.0
39962466,1.0,4000,1.0,1.0
39962475,1.0,4000,1.0,1.0
39962479,1.0,4000,1.0,1.0
39962492,1.0,4000,1.0,1.0
39962506,1.0,4000,1.0,1.0
39962518,1.0,4000,1.0,1.0
39962526,1.0,4000,1.0,1.0
39962529,1.0,4000,1.0,1.0
39962530,1.0,4000,1.0,1.0
39962568,1.0,4000,1.0,1.0
39962572,1.0,4000,1.0,1.0
39962581,1.0,4000,1.0,1.0
39961863,1.0,4000,1.0,1.0
39962395,1.0,4000,1.0,1.0
39962397,1.0,4000,1.0,1.0
39962404,1.0,4000,1.0,1.0
39962406,1.0,4000,1.0,1.0
39962410,1.0,4000,1.0,1.0
39962419,1.0,4000,1.0,1.0
39962424,1.0,4000,1.0,1.0
39962433,1.0,4000,1.0,1.0
39962436,1.0,4000,1.0,1.0
39962437,1.0,4000,1.0,1.0
39962454,1.0,4000,1.0,1.0
39962464,1.0,4000,1.0,1.0
39962471,1.0,4000,1.0,1.0
39962517,1.0,4000,1.0,1.0
39962525,1.0,4000,1.0,1.0
39962546,1.0,4000,1.0,1.0
39962547,1.0,4000,1.0,1.0
39962560,1.0,4000,1.0,1.0
39962067,1.0,4000,1.0,1.0
39962070,1.0,4000,1.0,1.0
39962389,1.0,4000,1.0,1.0
39962393,1.0,4000,1.0,1.0
39962407,1.0,4000,1.0,1.0
39962411,1.0,4000,1.0,1.0
39962434,1.0,4000,1.0,1.0
39962438,1.0,4000,1.0,1.0
39962450,1.0,4000,1.0,1.0
39962455,1.0,4000,1.0,1.0
39962474,1.0,4000,1.0,1.0
39962480,1.0,4000,1.0,1.0
39962485,1.0,4000,1.0,1.0
39962489,1.0,4000,1.0,1.0
39962493,1.0,4000,1.0,1.0
39962495,1.0,4000,1.0,1.0
39962496,1.0,4000,1.0,1.0
39962498,1.0,4000,1.0,1.0
39962504,1.0,4000,1.0,1.0
39962508,1.0,4000,1.0,1.0
39962511,1.0,4000,1.0,1.0
39962513,1.0,4000,1.0,1.0
39962535,1.0,4000,1.0,1.0
39962536,1.0,4000,1.0,1.0
39962549,1.0,4000,1.0,1.0
39962557,1.0,4000,1.0,1.0
39962565,1.0,4000,1.0,1.0
39962574,1.0,4000,1.0,1.0
39962578,1.0,4000,1.0,1.0
39962580,1.0,4000,1.0,1.0
39962583,1.0,4000,1.0,1.0
39961870,1.0,3900,1.0,1.0
39961873,1.0,3900,1.0,1.0
39961871,1.0,3900,1.0,1.0
39961872,1.0,3900,1.0,1.0
39962071,1.0,3900,1.0,1.0
39961875,1.0,3800,1.0,1.0
39961878,1.0,3800,1.0,1.0
39961876,1.0,3800,1.0,1.0
39961874,1.0,3800,1.0,1.0
39961877,1.0,3800,1.0,1.0
39961882,1.0,3700,1.0,1.0
39961880,1.0,3700,1.0,1.0
39961881,1.0,3700,1.0,1.0
39961884,1.0,3700,1.0,1.0
39961879,1.0,3700,1.0,1.0
39961883,1.0,3700,1.0,1.0
39961890,1.0,3600,1.0,1.0
39961886,1.0,3600,1.0,1.0
39961892,1.0,3600,1.0,1.0
39962073,1.0,3600,1.0,1.0
39962074,1.0,3600,1.0,1.0
39961888,1.0,3600,1.0,1.0
39961891,1.0,3600,1.0,1.0
39961889,1.0,3600,1.0,1.0
39961893,1.0,3600,1.0,1.0
39961887,1.0,3600,1.0,1.0
39961900,1.0,3500,1.0,1.0
39961901,1.0,3500,1.0,1.0
39961905,1.0,3500,1.0,1.0
39961898,1.0,3500,1.0,1.0
39961897,1.0,3500,1.0,1.0
39961907,1.0,3500,1.0,1.0
39961896,1.0,3500,1.0,1.0
39961902,1.0,3500,1.0,1.0
39961904,1.0,3500,1.0,1.0
39962075,1.0,3500,1.0,1.0
39961895,1.0,3500,1.0,1.0
39961899,1.0,3500,1.0,1.0
39961903,1.0,3500,1.0,1.0
39961913,1.0,3400,1.0,1.0
39961909,1.0,3400,1.0,1.0
39961912,1.0,3400,1.0,1.0
39961910,1.0,3400,1.0,1.0
39961915,1.0,3400,1.0,1.0
39961911,1.0,3400,1.0,1.0
39961914,1.0,3400,1.0,1.0
39961918,1.0,3300,1.0,1.0
39961920,1.0,3300,1.0,1.0
39961916,1.0,3300,1.0,1.0
39961917,1.0,3300,1.0,1.0
39961923,1.0,3300,1.0,1.0
39961921,1.0,3300,1.0,1.0
39962076,1.0,3300,1.0,1.0
39961919,1.0,3300,1.0,1.0
39961922,1.0,3300,1.0,1.0
39961925,1.0,3200,1.0,1.0
39962080,1.0,3200,1.0,1.0
39961929,1.0,3200,1.0,1.0
39961926,1.0,3200,1.0,1.0
39961930,1.0,3200,1.0,1.0
39961934,1.0,3200,1.0,1.0
39961933,1.0,3200,1.0,1.0
39962077,1.0,3200,1.0,1.0
39961931,1.0,3200,1.0,1.0
39961927,1.0,3200,1.0,1.0
39961928,1.0,3200,1.0,1.0
39962078,1.0,3200,1.0,1.0
39961935,1.0,3100,1.0,1.0
39961938,1.0,3100,1.0,1.0
39961942,1.0,3100,1.0,1.0
39961941,1.0,3100,1.0,1.0
39961936,1.0,3100,1.0,1.0
39962081,1.0,3100,1.0,1.0
39961937,1.0,3100,1.0,1.0
39961939,1.0,3100,1.0,1.0
39961940,1.0,3100,1.0,1.0
39962082,1.0,3100,1.0,1.0
39961950,1.0,3000,1.0,1.0
39961951,1.0,3000,1.0,1.0
39961952,1.0,3000,1.0,1.0
39962085,1.0,3000,1.0,1.0
39961945,1.0,3000,1.0,1.0
39961944,1.0,3000,1.0,1.0
39961948,1.0,3000,1.0,1.0
39962083,1.0,3000,1.0,1.0
39962084,1.0,3000,1.0,1.0
39961947,1.0,3000,1.0,1.0
39961953,1.0,3000,1.0,1.0
39961959,1.0,2900,1.0,1.0
39961958,1.0,2900,1.0,1.0
39961963,1.0,2900,1.0,1.0
39962087,1.0,2900,1.0,1.0
39961960,1.0,2900,1.0,1.0
39961964,1.0,2900,1.0,1.0
39962088,1.0,2900,1.0,1.0
39961966,1.0,2900,1.0,1.0
39961956,1.0,2900,1.0,1.0
39961961,1.0,2900,1.0,1.0
39961965,1.0,2900,1.0,1.0
39961954,1.0,2900,1.0,1.0
39961962,1.0,2900,1.0,1.0
39961967,1.0,2900,1.0,1.0
39962089,1.0,2900,1.0,1.0
39961968,1.0,2800,1.0,1.0
39961972,1.0,2800,1.0,1.0
39961971,1.0,2800,1.0,1.0
39962090,1.0,2800,1.0,1.0
39961969,1.0,2800,1.0,1.0
39961975,1.0,2800,1.0,1.0
39961973,1.0,2800,1.0,1.0
39961974,1.0,2800,1.0,1.0
39961985,1.0,2700,1.0,1.0
39961979,1.0,2700,1.0,1.0
39961978,1.0,2700,1.0,1.0
39962093,1.0,2700,1.0,1.0
39961984,1.0,2700,1.0,1.0
39961980,1.0,2700,1.0,1.0
39961983,1.0,2700,1.0,1.0
39962091,1.0,2700,1.0,1.0
39961976,1.0,2700,1.0,1.0
39961981,1.0,2700,1.0,1.0
39961982,1.0,2700,1.0,1.0
39962092,1.0,2700,1.0,1.0
39961987,1.0,2600,1.0,1.0
39961989,1.0,2600,1.0,1.0
39961988,1.0,2600,1.0,1.0
39961991,1.0,2600,1.0,1.0
39962094,1.0,2600,1.0,1.0
39961990,1.0,2600,1.0,1.0
39961992,1.0,2600,1.0,1.0
39961994,1.0,2600,1.0,1.0
39961995,1.0,2600,1.0,1.0
39961997,1.0,2600,1.0,1.0
39962004,1.0,2500,1.0,1.0
39962003,1.0,2500,1.0,1.0
39962098,1.0,2500,1.0,1.0
39962001,1.0,2500,1.0,1.0
39962097,1.0,2500,1.0,1.0
39961999,1.0,2500,1.0,1.0
39962000,1.0,2500,1.0,1.0
39962100,1.0,2500,1.0,1.0
39962002,1.0,2500,1.0,1.0
39962006,1.0,2500,1.0,1.0
39962096,1.0,2500,1.0,1.0
39962005,1.0,2500,1.0,1.0
39962095,1.0,2500,1.0,1.0
39962007,1.0,2500,1.0,1.0
39962010,1.0,2400,1.0,1.0
39962105,1.0,2400,1.0,1.0
39962106,1.0,2400,1.0,1.0
39962011,1.0,2400,1.0,1.0
39962012,1.0,2400,1.0,1.0
39962108,1.0,2400,1.0,1.0
39962015,1.0,2400,1.0,1.0
39962009,1.0,2400,1.0,1.0
39962014,1.0,2400,1.0,1.0
39962102,1.0,2400,1.0,1.0
39962103,1.0,2400,1.0,1.0
39962027,1.0,2300,1.0,1.0
39962019,1.0,2300,1.0,1.0
39962024,1.0,2300,1.0,1.0
39962112,1.0,2300,1.0,1.0
39962017,1.0,2300,1.0,1.0
39962021,1.0,2300,1.0,1.0
39962022,1.0,2300,1.0,1.0
39962028,1.0,2300,1.0,1.0
39962030,1.0,2300,1.0,1.0
39962109,1.0,2300,1.0,1.0
39962111,1.0,2300,1.0,1.0
39962016,1.0,2300,1.0,1.0
39962023,1.0,2300,1.0,1.0
39962026,1.0,2300,1.0,1.0
39962113,1.0,2300,1.0,1.0
39962029,1.0,2300,1.0,1.0
39962032,1.0,2200,1.0,1.0
39962043,1.0,2200,1.0,1.0
39962031,1.0,2200,1.0,1.0
39962041,1.0,2200,1.0,1.0
39962116,1.0,2200,1.0,1.0
39962035,1.0,2200,1.0,1.0
39962038,1.0,2200,1.0,1.0
39962115,1.0,2200,1.0,1.0
39962037,1.0,2200,1.0,1.0
39962042,1.0,2200,1.0,1.0
39962114,1.0,2200,1.0,1.0
39962033,1.0,2200,1.0,1.0
39962040,1.0,2200,1.0,1.0
39962039,1.0,2200,1.0,1.0
39962044,1.0,2100,1.0,1.0
39962051,1.0,2100,1.0,1.0
39962046,1.0,2100,1.0,1.0
39962049,1.0,2100,1.0,1.0
39962048,1.0,2100,1.0,1.0
39962052,1.0,2000,1.0,1.0
39962053,1.0,2000,1.0,1.0
39962124,1.0,2000,1.0,1.0
39962126,1.0,2000,1.0,1.0
39962131,1.0,2000,1.0,1.0
39962149,1.0,2000,1.0,1.0
39962163,1.0,2000,1.0,1.0
39962168,1.0,2000,1.0,1.0
39962171,1.0,2000,1.0,1.0
39962174,1.0,2000,1.0,1.0
39962175,1.0,2000,1.0,1.0
39962177,1.0,2000,1.0,1.0
39962059,1.0,2000,1.0,1.0
39962119,1.0,2000,1.0,1.0
39962120,1.0,2000,1.0,1.0
39962140,1.0,2000,1.0,1.0
39962151,1.0,2000,1.0,1.0
39962125,1.0,2000,1.0,1.0
39962127,1.0,2000,1.0,1.0
39962138,1.0,2000,1.0,1.0
39962155,1.0,2000,1.0,1.0
39962158,1.0,2000,1.0,1.0
39962169,1.0,2000,1.0,1.0
39962170,1.0,2000,1.0,1.0
39962172,1.0,2000,1.0,1.0
39962173,1.0,2000,1.0,1.0
39962057,1.0,2000,1.0,1.0
39962128,1.0,2000,1.0,1.0
39962129,1.0,2000,1.0,1.0
39962132,1.0,2000,1.0,1.0
39962135,1.0,2000,1.0,1.0
39962143,1.0,2000,1.0,1.0
39962145,1.0,2000,1.0,1.0
39962162,1.0,2000,1.0,1.0
39962056,1.0,2000,1.0,1.0
39962121,1.0,2000,1.0,1.0
39962137,1.0,2000,1.0,1.0
39962161,1.0,2000,1.0,1.0
39962164,1.0,2000,1.0,1.0
39962179,1.0,2000,1.0,1.0
39962117,1.0,2000,1.0,1.0
39962118,1.0,2000,1.0,1.0
39962136,1.0,2000,1.0,1.0
39962139,1.0,2000,1.0,1.0
39962148,1.0,2000,1.0,1.0
